DateBurn,BurnName,Lat,Long,CountyName,InChangeOfName,AgencyName,AcresBurnUnit,AcresBurnPercent,FuelType,MoistureCondition,Method,,,CrewSize,FireComplexity,FuelModel,RecentBurnDate,LandType
4/9/2019,Ivus Crouch Dyer Hill Mine Road,37.214722,-88.400944,Livingston,Philip Sharp,KDFWR,37.8,95,Grass - Heavy,Unknown,Hand,,,8,Low,10,,Private
4/17/2014,Riddle Farm,37.21494,-87.30083,Muhlenberg,Chess Riddle,Private Landowner,20,100,Grass - Moderate,Unknown,Hand,,,8,Low,10,,Private
4/17/2018,Ivus Crouch Dyer Hill Mine Road,37.215,-88.401,Livingston,Philip Sharp,KDFWR,30.2,95,Grass - Heavy,Unknown,Hand,,,8,Low,14,,Private
3/31/2015,Russian Girl House,37.215175,-88.43856,Livingston,Philip Sharp,KDFWR,25.5,75,Grass - Heavy,Unknown,Hand,,,8,Low,1,,Private
4/17/2014,SU14,37.215322,-87.018922,Muhlenberg,Eric Williams,KDFWR,14,85,Grass - Moderate,Unknown,Hand,,,8,Low,10,,Private
4/1/2014,SU52,37.217,-87.01,Muhlenberg,Eric Williams,KDFWR,49,90,Grass - Moderate,Unknown,Hand,,,8,Low,10,,Private
5/3/2014,Graham Farm,37.217194,-87.25816,Muhlenberg,Theresa Graham,Private Landowner,6,100,Grass - Light,Unknown,Hand,,,8,Low,10,,Private
3/28/2016,Terry Teitloff,37.221,-88.391,Livingston,Philip Sharp,KDFWR,36.7,95,Grass - Heavy,Unknown,Hand,,,8,Low,10,,Public
3/24/2014,T Teitloff,37.2219,-88.3891,Livingston,Philip Sharp,KDFWR,54.4,100,Grass - Heavy,Unknown,Hand,,,8,Low,10,,Private
3/28/2017,Terry Titloff,37.2219,-88.3891,Livingston,Philip Sharp,KDFWR,13.8,95,Grass - Heavy,Unknown,Hand,,,8,Low,10,,Private
3/22/2019,Terry Teitloff,37.221917,-88.389139,Livingston,Philip Sharp,KDFWR,14.2,100,Grass - Heavy,Unknown,Hand,,,6,Low,6,,Public
3/22/2018,Terry Teitloff,37.222,-88.389,Livingston,Philip Sharp,KDFWR,36.7,95,Grass - Heavy,Unknown,Hand,,,5,Low,6,4/2/2014,Private
3/13/2019,"GRWMA, Corbins Bend",37.223,-85.295,Adair,Brian Gray,KDFWR,18.8,95,Grass - Heavy,Unknown,Hand,,,5,Low,6,4/2/2014,Private
3/23/2015,Rankin Powell,37.223324,-88.401318,Livingston,Philip Sharp,KDFWR,27.8,90,Grass - Heavy,Unknown,Hand,,,5,Moderate,14,3/31/2015,Public
3/9/2016,GRWMA-Corbins Bend,37.22339,-85.29542,Adair,Brian Gray,KDFWR,40.9,95,Grass - Moderate,Unknown,Hand,,,7,Moderate,14,3/30/2015,Public
3/2/2017,"GRWMA, Corbins Bend",37.2234,-85.2954,Adair,Brian Gray,KDFWR,66.7,95,Grass - Heavy,Unknown,Hand,,,5,Moderate,14,4/1/2015,Private
4/10/2015,Phelp's Creek Lodge,37.223698,-88.429864,Livingston,Philip Sharp,KDFWR,19.9,75,Shrub - Light,Unknown,Hand,,,8,Moderate,14,4/1/2015,Public
4/1/2014,SU35,37.224,-87.014,Muhlenberg,Eric Williams,KDFWR,32,90,Grass - Moderate,Unknown,Hand,,,7,Low,1,,Public
4/17/2018,Ricky Peck,37.224,-88.376,Livingston,Philip Sharp,KDFWR,25.4,85,Shrub - Moderate,Unknown,Hand,,,7,Low,1,,Public
4/1/2014,R Peck,37.2243,-88.3749,Livingston,Philip Sharp,KDFWR,24.7,95,Grass - Moderate,Unknown,Hand,,,7,Low,1,,Public
3/10/2017,"GRWMA, Casey Creek Lower",37.2247,-85.1871,Adair,Brian Gray,KDFWR,25.8,85,Grass - Moderate,Unknown,Hand,,,6,Low,1,,Public
3/18/2016,James Ramage,37.225,-88.325,Livingston,Philip Sharp,KDFWR,25.9,95,Shrub - Light,Unknown,Hand,,,8,Low,1,,Public
3/28/2016,Rankin Powell,37.225,-88.404,Livingston,Philip Sharp,KDFWR,49,85,Grass - Heavy,Unknown,Hand,,,5,Low,6,4/7/2014,Private
3/11/2019,"GRWMA, Casey Creek Lower",37.225,-85.187,Adair,Brian Gray,KDFWR,15.2,85,Grass - Moderate,Unknown,Hand,,,5,Low,6,4/7/2014,Private
4/1/2014,R Powell,37.2256,-88.3978,Livingston,Philip Sharp,KDFWR,49.3,90,Grass - Heavy,Unknown,Hand,,,5,Low,6,4/7/2014,Private
3/28/2017,Rankin Powell,37.2256,-88.3977,Livingston,Philip Sharp,KDFWR,26.5,90,Grass - Heavy,Unknown,Hand,,,5,Low,6,4/7/2014,Private
3/22/2019,Rankin Powell,37.225611,-88.397778,Livingston,Philip Sharp,KDFWR,23.9,100,Grass - Heavy,Unknown,Hand,,,5,Low,6,4/7/2014,Private
3/22/2018,Rankin Powell,37.226,-88.398,Livingston,Philip Sharp,KDFWR,45.1,90,Grass - Moderate,Unknown,Hand,,,5,Low,6,4/7/2014,Private
3/22/2019,Ivus Crouch Bradley Farm,37.226942,-88.408881,Livingston,Philip Sharp,KDFWR,34.5,95,Grass - Moderate,Unknown,Hand,,,5,Low,6,4/7/2014,Private
3/22/2018,Ivus Crouch Bradley Farm,37.227,-88.409,Livingston,Philip Sharp,KDFWR,45,100,Grass - Moderate,Unknown,Hand,,,5,Low,6,3/20/2012,Private
4/9/2019,Donnie Lanier,37.227583,-88.43675,Livingston,Philip Sharp,KDFWR,27.9,90,Grass - Heavy,Unknown,Hand,,,6,Low,8,3/19/2012,Private
3/22/2017,Donnie Lanier,37.2276,-88.4368,Livingston,Philip Sharp,KDFWR,28.8,95,Grass - Heavy,Unknown,Hand,,,5,Low,6,4/10/2013,Private
4/1/2014,SU25,37.228,-87.02,Muhlenberg,Eric Williams,KDFWR,8,90,Grass - Moderate,Unknown,Hand,,,5,Low,6,4/2/2014,Private
4/10/2015,Donnie Lanier,37.22821,-88.437405,Livingston,Philip Sharp,KDFWR,28.8,75,Grass - Heavy,Unknown,Hand,,,5,Low,6,4/2/2014,Private
3/24/2014,I Crouch,37.2285,-88.3879,Livingston,Philip Sharp,KDFWR,88.6,100,Grass - Heavy,Unknown,Hand,,,5,Low,6,4/2/2014,Private
4/12/2017,Ivus Crouch Palmer Rd,37.22852,-88.38786,Livingston,Philip Sharp,KDFWR,345.7,90,Grass - Moderate,Unknown,Hand,,,8,Low,6,3/20/2014,Private
2/20/2013,None,37.22852778,-88.38786111,Livingston,Philip Sharp,KDFWR,197,100,Grass - Heavy,Unknown,Hand,,,6,Low,6,4/6/2011,Private
4/9/2014,I Crouch2,37.2286,-88.388,Livingston,Philip Sharp,KDFWR,106.5,90,Grass - Heavy,Unknown,Hand,,,5,Low,6,,Private
4/16/2014,I Crouch3,37.2287,-88.3881,Livingston,Philip Sharp,KDFWR,8.5,95,Grass - Heavy,Unknown,Hand,,,5,Low,6,3/11/2014,Private
3/26/2014,SU46,37.229,-87.011,Muhlenberg,Eric Williams,KDFWR,11,95,Grass - Heavy,Unknown,Hand,,,5,Low,6,3/26/2014,Private
3/26/2014,SU47,37.229,-87.008,Muhlenberg,Eric Williams,KDFWR,25,95,Grass - Heavy,Unknown,Hand,,,5,Low,6,4/2/2014,Private
3/22/2017,William Spann,37.2291,-88.4282,Livingston,Philip Sharp,KDFWR,73.9,70,Shrub - Moderate,Unknown,Hand,,,5,Low,2,,Private
4/5/2018,Ivus Crouch Palmer Road,37.231,-88.391,Livingston,Philip Sharp,KDFWR,181.6,90,Grass - Heavy,Unknown,Hand,,,9,Low,1,2/6/2013,Public
3/22/2018,Ivus Crouch Palmer Road,37.2311,-88.3911,Livingston,Philip Sharp,KDFWR,138.4,90,Grass - Heavy,Unknown,Hand,,,9,Low,26,1/4/2012,Public
4/5/2016,Ivus Crouch Palmer Road,37.234,-88.396,Livingston,Philip Sharp,KDFWR,202.7,95,Grass - Heavy,Unknown,Hand,,,9,Low,10,10/21/2013,Public
3/28/2016,Ronald James,37.235,-88.411,Livingston,Philip Sharp,KDFWR,51.5,85,Slash - Heavy,50,Hand,,,30,Moderate,26,3/14/2007,Public
3/9/2017,Bill Ramage,37.23577,-88.35275,Livingston,Philip Sharp,KDFWR,68.3,95,Grass - Light,Unknown,Hand,,,15,Low,26,11/11/2009,Public
3/15/2014,Green River WMA,37.236,-85.299,Adair,Brian Gray,KDFWR,335,95,Grass - Moderate,Unknown,Hand,,,14,Low,26,11/11/2009,Public
3/18/2015,Red Warren,37.236423,-88.379429,Livingston,Philip Sharp,KDFWR,29.7,75,Grass - Heavy,Unknown,Hand,,,15,Low,26,1/6/2012,Public
4/12/2017,Ronald James,37.2366,-88.4071,Livingston,Philip Sharp,KDFWR,15,70,Slash - Light,Unknown,Hand,,,15,Low,26,12/18/2013,Public
4/3/2019,Ronald James Palmer Road,37.236778,-88.406528,Livingston,Philip Sharp,KDFWR,38.4,90,Litter - Heavy,Unknown,Hand,,,6,Low,3,,Public
4/1/2014,SU15,37.237,-87.028,Muhlenberg,Eric Williams,KDFWR,11,90,Grass - Moderate,Unknown,Hand,,,6,Low,2,,Public
4/11/2015,Pine Thicket,37.237151,-88.409717,Livingston,Philip Sharp,KDFWR,15,75,Litter - Heavy,Unknown,Hand,,,30,Moderate,31,4/2/2008,Public
3/9/2017,WKU Small Field,37.2372,-85.994,Hart,Chris Minor,TNC,7,100,Grass - Moderate,7,Hand,,,20,Moderate,31,3/3/2011,Public
4/16/2014,R Warren,37.238,-88.3809,Livingston,Philip Sharp,KDFWR,36.6,90,Grass - Moderate,Unknown,Hand,,,20,Moderate,31,3/18/2015,Public
4/4/2016,William Spann,37.238,-88.435,Livingston,Philip Sharp,KDFWR,168.1,90,Grass - Moderate,Unknown,Hand,,,16,Moderate,31,3/24/2015,Public
4/12/2017,Red Warren,37.23802,-88.38094,Livingston,Philip Sharp,KDFWR,36.6,80,Shrub - Moderate,Unknown,Hand,,,4,Low,6,3/10/2014,Public
3/23/2019,Red Warren,37.238028,-88.380944,Livingston,Philip Sharp,KDFWR,28.1,90,Grass - Heavy,Unknown,Hand,,,8,Low,6,2/29/2016,Public
4/11/2015,Big Buck Lodge,37.238323,-88.429335,Livingston,Philip Sharp,KDFWR,115,70,Shrub - Light,Unknown,Hand,,,8,Low,8,4/9/2014,Public
3/15/2014,Chris Mason,37.2386,-85.67113,Green,Chris Mason,Private Landowner,7,100,Grass - Moderate,Unknown,Hand,,,9,Low,8,,Public
2/17/2017,"GRWMA, Smith Ridge",37.23876,-85.33848,Taylor,Brian Gray,KDFWR,3.4,100,Grass - Moderate,Unknown,Hand,,,8,Low,8,,Public
3/18/2015,Spooky Girl House,37.23918,-88.402358,Livingston,Philip Sharp,KDFWR,345.7,95,Grass - Heavy,Unknown,Hand,,,9,Low,6,,Public
3/16/2017,Randy Addison,37.23925,-85.66192,Green,Chris Mason,KDFWR,25,95,Grass - Moderate,Unknown,Hand,,,9,Low,6,,Public
3/22/2018,Randy Addison,37.240139,-85.661667,Green,Chris Mason,KDFWR,25,70,Grass - Moderate,Unknown,Hand,,,7,Low,16,,Public
4/1/2014,SU14,37.241,-87.02,Muhlenberg,Eric Williams,KDFWR,8,90,Grass - Moderate,Unknown,Hand,,,7,Low,4,,Public
3/18/2015,James Woodyard,37.242744,-88.388493,Livingston,Philip Sharp,KDFWR,23.1,30,Shrub - Moderate,Unknown,Hand,,,8,Low,1,3/10/2014,Public
4/1/2014,J Woodyard,37.244,-88.3933,Livingston,Philip Sharp,KDFWR,46.1,100,Grass - Heavy,Unknown,Hand,,,9,Moderate,35,10/20/2015,Public
3/16/2016,James Woodyard,37.244,-88.391,Livingston,Philip Sharp,KDFWR,93.8,95,Grass - Heavy,Unknown,Hand,,,9,Low,1,2/11/2015,Public
4/12/2017,James Woodyard,37.244,-88.39327,Livingston,Philip Sharp,KDFWR,59.4,85,Grass - Light,Unknown,Hand,,,6,Moderate,35,3/8/2016,Public
4/11/2018,James Woodyard,37.244,-88.393,Livingston,Philip Sharp,KDFWR,49,95,Grass - Moderate,Unknown,Hand,,,9,Moderate,35,10/21/2015,Public
3/7/2019,"GRWMA, Corps Demo Plots",37.244,-85.344,Taylor,Brian Gray,KDFWR,4.5,90,Grass - Light,Unknown,Hand,,,8,Moderate,14,3/8/2016,Public
3/23/2019,Jim Woodyard,37.244,-88.39327,Livingston,Philip Sahrp,KDFWR,39.1,95,Grass - Heavy,Unknown,Hand,,,8,Low,3,,Private
3/9/2017,WKU Bush,37.24429,-86.0085,Hart,Chris Minor,TNC,42,100,Grass - Moderate,7,Hand,,,8,Low,7,,Private
3/28/2019,"GRWMA, Upper Casey Creek",37.246,-85.168,Adair,Brian Gray,KDFWR,46.8,90,Grass - Moderate,Unknown,Hand,,,2 cre,Low,3,3/1/2014,Private
4/5/2016,GRWMA-Casey Creek Upper,37.24637,-85.1686,Adair,Brian Gray,KDFWR,25.1,90,Grass - Moderate,Unknown,Hand,,,8,Low,3,3/1/2014,Private
2/16/2017,"GRWMA, Casey Creek Upper",37.2464,-85.1686,Adair,Brian Gray,KDFWR,54.3,95,Grass - Moderate,Unknown,Hand,,,8,Moderate,13,3/17/2016,Public
3/5/2018,Bush Tract,37.24666,-86.011949,Hart,Josh Lillpop,KSNPC,26,70,Grass - Moderate,Unknown,Hand,,,8,Moderate,13,3/23/2016,Public
2/26/2019,"GRWMA, Pikes Ridge",37.247,-85.32,Taylor,Brian Gray,KDFWR,32.3,90,Grass - Moderate,Unknown,Hand,,,8,Moderate,31,3/18/2016,Public
4/16/2014,R Mitchell,37.2483,-88.3435,Livingston,Philip Sharp,KDFWR,21.4,85,Grass - Moderate,Unknown,Hand,,,5,Low,8,4/2/2014,Public
3/26/2018,Tebbs Bend Nature and Recreation Area,37.2505,-85.363027,Taylor,Chris Mason,KDFWR,29.3,95,Grass - Heavy,Unknown,Hand,,,7,Low,12,,Private
3/18/2016,Charles Howard,37.25058333,-86.88161111,Ohio,Jared Handley,KDFWR,20,95,Grass - Moderate,Unknown,Hand,,,5,Moderate,11,,Public
3/15/2016,Tebbs Bend Nature and Recreation Area,37.251,-85.36354,Taylor,Chris Mason,KDFWR,26,95,Grass - Heavy,Unknown,Hand,,,10,Moderate,5,,Public
2/28/2014,Tebbs Bend Nature and Recreation Area,37.25125,-85.36256,Taylor,Chris Mason,KDFWR,26,95,Grass - Heavy,Unknown,Hand,,,5,Low,3,,Public
4/9/2014,Rush Island Fence Unit,37.254715,-85.909304,Hart,Zeb Weese,HLCF,14,50,Grass - Moderate,15,Hand,,,11,Moderate,11,,Public
3/20/2019,"GRWMA, Pikes Ridge Woodland",37.256,-85.312,Taylor,Brian Gray,KDFWR,173,85,Litter - Moderate,Unknown,Hand,,,5,Low,11,,Public
3/16/2016,GRWMA_Pikes Ridge,37.25636,-85.31193,Taylor,Brian Gray,KDFWR,45.3,95,Grass - Moderate,Unknown,Hand,,,8,Low,1,,Public
4/16/2014,J Lindsey,37.2564,-88.3215,Livingston,Philip Sharp,KDFWR,26.1,95,Grass - Heavy,Unknown,Hand,,,8,Moderate,2,,Public
2/17/2017,"GRWMA, Pikes Ridge",37.2564,-85.3119,Taylor,Brian Gray,KDFWR,32.5,95,Grass - Moderate,Unknown,Hand,,,8,Moderate,11,,Public
3/8/2017,Dee Dee Lindsey,37.2564,-88.3215,Livingston,Philip Sharp,KDFWR,23.1,90,Grass - Heavy,Unknown,Hand,,,9,Moderate,14,,Public
3/8/2017,Roger Wilson,37.2568,-85.42055,Green,Chris Mason,KDFWR,8,85,Grass - Moderate,Unknown,Hand,,,10,Low,12,,Public
4/13/2017,Fraliex Mitchell Rd,37.25688,-88.34458,Livingston,Philip Sharp,KDFWR,59.3,95,Grass - Moderate,Unknown,Hand,,,8,Low,13,3/15/2014,Public
4/3/2019,Peggy Fraliex Mitchell Road,37.25689,-88.34458,Livingston,Philip Sharp,KDFWR,22.5,95,Grass - Heavy,Unknown,Hand,,,8,Low,9,3/15/2013,Public
4/13/2017,Doug Knox,37.25702,-88.34019,Livingston,Philip Sharp,KDFWR,8.1,85,Grass - Light,Unknown,Hand,,,8,Moderate,3,,Public
3/23/2015,Dee Dee Lindsey,37.257575,-88.322054,Livingston,Philip Sharp,KDFWR,26,75,Grass - Heavy,Unknown,Hand,,,10,Low,5,,Public
4/9/2014,Rush Island Upland Unit,37.257873,-85.910866,Hart,Zeb Weese,HLCF,34,70,Grass - Moderate,15,Hand,,,13,Low,31,,Public
3/5/2018,Roger Wilson,37.25822,-85.419528,Green,Chris Mason,KDFWR,8,90,Grass - Moderate,Unknown,Hand,,,11,Moderate,1,,Public
3/28/2016,Roger Wilson,37.25896,-85.41968,Green,Chris Mason,KDFWR,8,80,Grass - Moderate,Unknown,Hand,,,11,Low,1,,Public
2/29/2016,Rush Island Knoll Unit,37.258983,-85.906404,Hart,Zeb Weese,HLCF,23,70,Grass - Moderate,22,Hand,,,11,Moderate,10,,Public
3/27/2019,Dee Dee Lindsey,37.260094,-88.321365,Livingston,Madeleine Pratt/Philip Sharp,KDFWR,36.1,90,Grass - Heavy,Unknown,Hand,,,8,Moderate,31,4/4/2016,Public
4/9/2014,Rush Island Spring Unit,37.260371,-85.912762,Hart,Zeb Weese,HLCF,10,100,Grass - Heavy,15,Hand,,,8,Moderate,31,4/3/2016,Public
3/29/2016,Dee Dee Lindsey,37.261,-88.323,Livingston,Philip Sharp,KDFWR,37.4,85,Grass - Heavy,Unknown,Hand,,,7,Moderate,13,4/5/2016,Public
4/9/2014,Rush Island CRP Unit,37.261748,-85.909757,Hart,Zeb Weese,HLCF,40,100,Grass - Heavy,15,Hand,,,8,Low,1,,Private
2/29/2016,Rush Island CRP Unit,37.261748,-85.909757,Hart,Zeb Weese,HLCF,40,100,Grass - Heavy,22,Hand,,,6,Low,1,,Private
3/3/2017,Herb Davis Sr.,37.26238,-84.98561,Casey,Chris Mason,KDFWR,90,95,Grass - Heavy,Unknown,Hand,,,6,Low,1,,Private
3/26/2014,Herb Davis Sr.,37.26306,-84.98556,Casey,Chris Mason,KDFWR,83.8,100,Grass - Heavy,Unknown,Hand,,,5,Low,1,,Public
3/16/2017,Mike Hensley,37.26847,-85.75982,Hart,Chris Mason,KDFWR,4.8,95,Grass - Moderate,Unknown,Hand,,,6,Low,1,,Private
3/21/2017,John McLean,37.26992,-85.39996,Taylor,Chris Mason,KDFWR,115,95,Grass - Moderate,Unknown,Hand,,,6,Low,10,,Private
4/3/2019,Peggy Fraliex Vick Road,37.27292,-88.35789,Livingston,Philip Sharp,KDFWR,36.8,95,Grass - Heavy,Unknown,Hand,,,5,Low,1,,Public
4/13/2017,Crouch Bluff Rd,37.2732,-88.4056,Livingston,Philip Sharp,KDFWR,36.8,85,Grass - Moderate,Unknown,Hand,,,6,Low,1,,Public
3/29/2016,Peggy Fralix,37.275,-88.353,Livingston,Philip Sharp,KDFWR,117,85,Grass - Heavy,Unknown,Hand,,,6,Low,1,,Private
3/27/2019,Ivus Crouch,37.275319,-88.420843,Livingston,Madeleine Pratt/Philip Sharp,KDFWR,121.4,65,Shrub - Light,Unknown,Hand,,,6,Low,10,,Private
3/15/2016,Green River State Park,37.27537,-85.34207,Taylor,Brian Gray,KDFWR,3,95,Grass - Moderate,Unknown,Hand,,,6,Low,1,,Public
3/31/2014,Green River State Park,37.276,-85.34,Taylor,Brian Gray,KDFWR,4,90,Grass - Moderate,Unknown,Hand,,,6,Low,1,,Private
3/31/2015,Ben Green,37.287951,-88.48164,Livingston,Philip Sharp,KDFWR,107.1,75,Grass - Heavy,Unknown,Hand,,,6,Low,1,,Private
4/7/2014,George Holmes,37.296028,-85.841806,Hart,Chris Mason,KDFWR,16.5,95,Grass - Moderate,Unknown,Hand,,,5,Low,1,,Public
3/8/2017,Davis Bend 1,37.3,-85.7167,Hart,Chris Minor,TNC,10,100,Grass - Moderate,7,Hand,,,6,Low,1,,Private
3/8/2017,Davis Bend 2,37.3001,-85.7168,Hart,Chris Minor,TNC,20,35,Grass - Moderate,7,Hand,,,6,Low,1,,Private
2/24/2014,James Russell,37.30202,-85.37974,Taylor,Chris Mason,KDFWR,67.3,100,Grass - Heavy,Unknown,Hand,,,5,Low,1,,Public
3/8/2016,Davis Bend 2013 and 1,37.3056,-85.7216,Hart,Jeff Sole,TNC,30,100,Grass - Moderate,8,Hand,,,6,Low,1,,Public
4/9/2014,J Kell,37.3099,-88.4628,Livingston,Philip Sharp,KDFWR,80.4,80,Grass - Moderate,Unknown,Hand,,,6,Moderate,26,,Private
4/21/2014,Second 2014 Burn,37.31,-85.721,Hart,Lee Andrews,Private Landowner,6.6,100,Grass - Heavy,Unknown,Hand,,,6,Low,1,,Public
4/7/2014,Larry Cox,37.31228,-85.72933,Hart,Chris Mason,KDFWR,24,75,Grass - Moderate,Unknown,Hand,,,7,Low,1,,Public
3/31/2014,Jeff Sole,37.3128888,-85.73908,Hart,Jeff Sole,Private Landowner,23,95,Grass - Heavy,Unknown,Hand,,,6,Low,1,,Public
9/3/2015,Jeff Sole,37.31289,-85.73908,Hart,Chris Mason,KDFWR,13,80,Grass - Heavy,Unknown,Hand,,,6,Low,1,,Public
3/22/2018,Jeff Sole,37.31289,-85.73908,Hart,Chris Mason,KDFWR,42,85,Grass - Heavy,Unknown,Hand,,,6,Low,1,,Public
3/15/2014,First 2014 Burn,37.3134,-85.7186,Hart,Lee Andrews,Private Landowner,16,100,Grass - Heavy,Unknown,Hand,,,6,Low,1,,Public
3/16/2017,Jeff Sole,37.31429,-85.73774,Hart,Chris Mason,KDFWR,20.6,95,Grass - Moderate,Unknown,Hand,,,15,Low,1,,Public
4/5/2016,Jeff Sole,37.3144,-85.73781,Hart,Chris Mason,KDFWR,24,75,Grass - Heavy,Unknown,Hand,,,5,Moderate,33,4/4/2016,Public
3/16/2017,Jeff Sole,37.31456,-85.73787,Hart,Chris Mason,KDFWR,20.6,90,Grass - Moderate,Unknown,Hand,,,12,Moderate,1,,Public
3/20/2019,Livingston County WMA Love Road,37.315,-88.426,Livingston,Matt Young,KDFWR,157,80,Shrub - Heavy,Unknown,Hand,,,9,Low,1,,Public
11/15/2013,Todd Long Farm,37.31783,-87.68472,Hopkins,Todd Long,Private Landowner,55,100,Grass - Moderate,Unknown,Hand,,,9,Low,1,,Public
3/26/2019,Ronnie James Peck Branch Road,37.324583,-88.407417,Livingston,Philip Sharp,KDFWR,61.7,95,Grass - Heavy,Unknown,Hand,,,14,Moderate,26,,Public
3/14/2018,Livingston County WMA Newman's Bluff Peck Branch,37.325,-88.407,Livingston,Philip Sharp,KDFWR,115.9,75,Shrub - Moderate,Unknown,Hand,,,11,Moderate,26,,Public
3/15/2018,Ronald James Peck Branch Road,37.325,-88.407,Livingston,Philip Sharp,KDFWR,69.7,95,Grass - Moderate,Unknown,Hand,,,7,Moderate,31,4/14/2016,Public
3/17/2016,Robert Quertermous,37.326,-88.381,Livingston,Philip Sharp,KDFWR,61.1,75,Shrub - Light,Unknown,Hand,,,4,Moderate,12,4/15/2016,Public
3/16/2016,GRWMA-Wilson Creek,37.32648,-85.28383,Taylor,Brian Gray,KDFWR,31.4,85,Grass - Moderate,Unknown,Hand,,,8,Low,13,,Private
2/21/2017,"GRWMA, Elkhorn",37.3265,-85.2838,Taylor,Brian Gray,KDFWR,7.3,95,Grass - Moderate,Unknown,Hand,,,6,Low,7,4/15/2013,Private
3/15/2017,"GRWMA, Wilson Creek",37.3265,-85.2838,Taylor,Brian Gray,KDFWR,35.8,90,Grass - Moderate,Unknown,Hand,,,7,Low,7,3/30/2016,Private
4/1/2014,HU4,37.333,-86.864,Ohio,Eric Williams,KDFWR,7,95,Grass - Heavy,Unknown,Hand,,,7,Low,3,3/30/2016,Private
4/1/2014,HU8,37.333,-86.869,Ohio,Eric Williams,KDFWR,71,90,Grass - Moderate,Unknown,Hand,,,5,Low,6,4/9/2013,Private
4/18/2018,Buckhorn Fuels Reduction,37.335,-83.469,Perry,Shawn Hanley,USACE,4,95,Slash - Moderate,20,Hand,,,5,Low,6,3/21/2011,Private
4/4/2016,GRWMA-Robinson Creek Lower,37.33513,-85.26736,Taylor,Brian Gray,KDFWR,6.1,95,Grass - Moderate,Unknown,Hand,,,7,Low,6,2/28/2014,Public
3/26/2019,Livingston County WMA Joiner Road,37.336,-88.428,Livingston,Matt Young,KDFWR,42,90,Grass - Heavy,Unknown,Hand,,,5,Low,6,4/10/2013,Private
3/29/2017,Liv Co WMA,37.3363,-88.4327,Livingston,Philip Sharp,KDFWR,234.1,95,Grass - Heavy,Unknown,Hand,,,6,Low,6,3/17/2016,Private
3/29/2016,GRWMA_Stoner Creek,37.33696,-85.22991,Taylor,Brian Gray,KDFWR,35.5,80,Grass - Moderate,Unknown,Hand,,,6,Low,2,,Private
3/3/2017,"GRWMA, Stoner Creek",37.337,-85.2299,Taylor,Brian Gray,KDFWR,17.2,80,Grass - Light,Unknown,Hand,,,8,Low,6,3/20/2014,Private
3/27/2019,"GRWMA, Stoner Creek",37.337,-85.23,Taylor,Brian Gray,KDFWR,17.6,85,Grass - Moderate,Unknown,Hand,,,5,,6,3/18/2015,Private
4/13/2016,Roy Collins,37.3405,-88.3906,Livingston,Philip Sharp,KDFWR,20,100,Grass - Heavy,Unknown,Hand,,,5,Low,6,3/11/2014,Private
3/31/2015,Roy Collins,37.340693,-88.398031,Livingston,Philip Sharp,KDFWR,37.5,90,Grass - Heavy,Unknown,Hand,,,5,,6,3/11/2014,Private
4/2/2014,Brian Crump,37.34097,-85.6982,Hart,Chris Mason,KDFWR,35,95,Grass - Heavy,Unknown,Hand,,,5,Low,6,,Private
4/6/2015,Brian Crump,37.34097,-85.69825,Hart,Chris Mason,KDFWR,35,85,Grass - Moderate,Unknown,Hand,,,5,Low,10,,Private
3/26/2018,Brian Crump,37.34097,-85.69825,Hart,Chris Mason,KDFWR,34.5,85,Grass - Moderate,Unknown,Hand,,,5,Low,6,4/2/2014,Private
4/17/2014,R Collins,37.3412,-88.3988,Livingston,Philip Sharp,KDFWR,51.9,90,Grass - Heavy,Unknown,Hand,,,8,,3,4/14/2016,Private
3/16/2017,Roy Collins,37.34122,-88.39883,Livingston,Philip Sharp,KDFWR,21.8,95,Grass - Light,Unknown,Hand,,,7,Moderate,3,4/1/2014,Public
2/21/2017,"GRWMA, Long Branch",37.3425,-85.2657,Taylor,Brian Gray,KDFWR,31.4,95,Grass - Moderate,Unknown,Hand,,,7,Low,3,,Public
3/15/2018,"Green River WMA, Taylor County",37.34258,-85.26571,Taylor,Brian Gray,KDFWR,121.2,100,Grass - Moderate,Unknown,Hand,,,7,Low,3,,Public
3/7/2019,"GRWMA, Long Branch",37.343,-85.266,Taylor,Brian Gray,KDFWR,13.3,90,Grass - Moderate,Unknown,Hand,,,6,Low,35,,Public
3/8/2017,"GRWMA, Robinson Creek Upper",37.3447,-85.2393,Taylor,Brian Gray,KDFWR,11.5,95,Grass - Moderate,Unknown,Hand,,,7,Moderate,9,,Public
3/27/2019,"GRWMA, Robinson Creek Upper",37.345,-85.239,Taylor,Brian Gray,KDFWR,22.6,85,Grass - Moderate,Unknown,Hand,,,3,Low,35,,Public
3/26/2019,Roy Collins,37.347076,-88.39382,Livingston,Madeleine Pratt/Wes McFaddin,KDFWR,71.9,80,Grass - Moderate,Unknown,Hand,,,2,Low,35,,Public
3/29/2017,Jarrett Crider,37.3563,-88.4187,Livingston,Philip Sharp,KDFWR,11.6,95,Grass - Moderate,Unknown,Hand,,,5,Low,8,8/25/2011,Public
4/4/2018,Livingston County WMA Hughes Road,37.357,-88.446,Livingston,Philip Sharp,KDFWR,67.5,85,Grass - Heavy,Unknown,Hand,,,9,Moderate,31,3/30/2016,Public
